BillingID,ReservationID,IssueDate,DueDate,TotalAmount,DiscountAmount,AmountPaid,PaymentDate,PaymentMethod,Status
1121,3756,2/8/2020,2/15/2020,5124.02,0,5124.02,2/10/2020,Credit Card,Paid
1122,24390,1/6/2022,1/13/2022,2429.3,0,2429.3,1/8/2022,Cash,Paid
1123,24336,2/12/2025,2/19/2025,5491.82,0,5491.82,2/17/2025,Cash,Paid
1124,9371,5/23/2022,5/30/2022,4560.45,0,4560.45,5/23/2022,Bank Transfer,Paid
1125,17914,5/24/2025,5/31/2025,1160.08,0,1160.08,5/25/2025,Credit Card,Paid
1126,19376,12/8/2025,12/15/2025,2624.72,0,2624.72,12/8/2025,Bank Transfer,Paid
1127,19576,5/13/2024,5/20/2024,2662.88,125.14,2662.88,5/13/2024,Bank Transfer,Paid
1128,12756,6/19/2021,6/26/2021,892.63,41.95,892.63,6/22/2021,Credit Card,Paid
1129,24060,9/20/2020,9/27/2020,1023.11,0,1023.11,9/20/2020,Credit Card,Paid
1130,4368,7/3/2022,7/10/2022,2732.49,0,0,,Credit Card,Overdue
1131,5518,10/13/2020,10/20/2020,2705.9,127.16,2705.9,10/18/2020,Credit Card,Paid
1132,11107,11/15/2023,11/22/2023,696.18,0,0,,Credit Card,Overdue
1133,14112,12/13/2020,12/20/2020,5702.72,0,5702.72,12/17/2020,Credit Card,Paid
1134,10274,11/25/2020,12/2/2020,2904.28,136.48,2904.28,11/28/2020,Bank Transfer,Paid
1135,1326,10/10/2025,10/17/2025,637.72,0,0,,Bank Transfer,Pending
1136,8733,6/19/2023,6/26/2023,819.51,0,819.51,6/23/2023,Cash,Paid
1137,4909,6/8/2021,6/15/2021,1729.48,0,1729.48,6/9/2021,Credit Card,Paid
1138,15175,3/5/2025,3/12/2025,729.56,34.28,729.56,3/8/2025,Bank Transfer,Paid
1139,22352,8/28/2022,9/4/2022,4025.38,0,4025.38,8/30/2022,Credit Card,Paid
1140,8248,1/23/2022,1/30/2022,726.82,0,726.82,1/26/2022,Corporate Account,Paid
1141,10869,5/14/2020,5/21/2020,1706.34,0,1706.34,5/15/2020,Credit Card,Paid
1142,1540,4/12/2024,4/19/2024,3038.78,0,3038.78,4/17/2024,Cash,Paid
1143,8882,1/3/2022,1/10/2022,4860.71,0,0,,Bank Transfer,Pending
1144,5694,8/13/2023,8/20/2023,4220.24,0,0,,Corporate Account,Pending
1145,14673,1/10/2024,1/17/2024,2692.99,126.55,2692.99,1/13/2024,Bank Transfer,Paid
1146,16499,6/25/2025,7/2/2025,5456.17,0,5456.17,6/28/2025,Corporate Account,Paid
1147,11369,11/10/2020,11/17/2020,858.17,0,858.17,11/13/2020,Credit Card,Paid
1148,14195,6/20/2020,6/27/2020,5370.23,532.76,5370.23,6/24/2020,Corporate Account,Paid
1149,12793,10/7/2025,10/14/2025,2302.36,0,2302.36,10/7/2025,Corporate Account,Paid
1150,2733,7/2/2023,7/9/2023,424.74,0,424.74,7/4/2023,Cash,Paid
1151,21422,3/22/2024,3/29/2024,948.46,0,948.46,3/23/2024,Bank Transfer,Paid
1152,15964,5/17/2021,5/24/2021,749.94,0,749.94,5/18/2021,Credit Card,Paid
1153,4384,1/21/2024,1/28/2024,2394.87,0,2394.87,1/22/2024,Cash,Paid
1154,18404,5/20/2023,5/27/2023,5138.9,241.49,0,,Credit Card,Pending
1155,23610,10/5/2021,10/12/2021,2058.04,0,2058.04,10/6/2021,Credit Card,Paid
1156,13506,5/8/2025,5/15/2025,3273.66,0,3273.66,5/9/2025,Credit Card,Paid
1157,17107,4/27/2020,5/4/2020,3059.84,0,3059.84,4/30/2020,Credit Card,Paid
1158,8739,10/5/2025,10/12/2025,5566.45,0,5566.45,10/10/2025,Cash,Paid
1159,5124,7/9/2023,7/16/2023,2156.49,101.34,0,,Bank Transfer,Pending
1160,736,4/6/2022,4/13/2022,4663.31,0,4663.31,4/10/2022,Cash,Paid
1161,20926,7/23/2025,7/30/2025,3091.03,145.26,3091.03,7/28/2025,Bank Transfer,Paid
1162,1886,1/3/2025,1/10/2025,3666.54,0,3666.54,1/3/2025,Cash,Paid
1163,3581,5/6/2025,5/13/2025,1650.99,0,1650.99,5/7/2025,Bank Transfer,Paid
1164,16218,6/4/2024,6/11/2024,3213.51,0,3213.51,6/5/2024,Credit Card,Paid
1165,926,8/8/2024,8/15/2024,601.1,0,601.1,8/13/2024,Bank Transfer,Paid
1166,20776,9/7/2023,9/14/2023,3345.89,0,3345.89,9/8/2023,Bank Transfer,Paid
1167,15595,4/16/2025,4/23/2025,1905.65,0,0,,Corporate Account,Pending
1168,22696,6/9/2022,6/16/2022,3856.68,181.23,3856.68,6/12/2022,Corporate Account,Paid
1169,8272,9/24/2020,10/1/2020,870.59,0,870.59,9/26/2020,Bank Transfer,Paid
1170,453,10/11/2023,10/18/2023,1512.91,71.1,1512.91,10/16/2023,Credit Card,Paid
1171,11513,2/19/2025,2/26/2025,511.12,0,511.12,2/21/2025,Credit Card,Paid
1172,17217,2/4/2025,2/11/2025,956.77,44.96,956.77,2/5/2025,Credit Card,Paid
1173,19507,10/10/2025,10/17/2025,1053.36,0,1053.36,10/10/2025,Credit Card,Paid
1174,21095,4/27/2022,5/4/2022,410.33,91.59,0,,Corporate Account,Pending
1175,12887,1/4/2025,1/11/2025,2673.58,0,2673.58,1/7/2025,Cash,Paid
1176,19909,10/17/2020,10/24/2020,1314.74,61.78,0,,Credit Card,Pending
1177,3862,7/23/2021,7/30/2021,3693.89,0,3693.89,7/24/2021,Credit Card,Paid
1178,23614,12/26/2023,1/2/2024,1909.69,89.74,1909.69,12/28/2023,Credit Card,Paid
1179,21342,8/27/2023,9/3/2023,2234.43,0,0,,Cash,Pending
1180,10412,2/5/2020,2/12/2020,614.58,0,614.58,2/8/2020,Credit Card,Paid
1181,14117,5/22/2023,5/29/2023,2017.82,0,2017.82,5/22/2023,Credit Card,Paid
1182,388,7/5/2021,7/12/2021,2625.27,0,2625.27,7/7/2021,Cash,Paid
1183,21242,12/21/2025,12/28/2025,1055.6,104.72,1055.6,12/26/2025,Cash,Paid
1184,6890,10/13/2021,10/20/2021,2330.7,0,2330.7,10/16/2021,Cash,Paid
1185,17289,11/28/2024,12/5/2024,4027.06,0,4027.06,12/1/2024,Cash,Paid
1186,24271,8/23/2025,8/30/2025,3118.81,0,0,,Bank Transfer,Pending
1187,14627,11/6/2022,11/13/2022,5797.77,0,5797.77,11/7/2022,Bank Transfer,Paid
1188,20216,3/8/2021,3/15/2021,886.24,0,886.24,3/10/2021,Credit Card,Paid
1189,20080,8/9/2025,8/16/2025,3871.9,0,3871.9,8/10/2025,Bank Transfer,Paid
1190,21172,3/12/2025,3/19/2025,768.1,0,768.1,3/15/2025,Bank Transfer,Paid
1191,16389,7/23/2022,7/30/2022,522.82,51.87,522.82,7/28/2022,Cash,Paid
1192,3275,10/1/2025,10/8/2025,1319.87,0,0,,Bank Transfer,Pending
1193,23135,5/23/2024,5/30/2024,3373.9,531.6,3373.9,5/23/2024,Cash,Paid
1194,10517,6/11/2023,6/18/2023,2869.02,0,2869.02,6/14/2023,Credit Card,Paid
1195,14571,6/12/2020,6/19/2020,1815.6,85.32,1815.6,6/12/2020,Bank Transfer,Paid
1196,16540,5/26/2025,6/2/2025,6030.37,283.38,6030.37,5/29/2025,Cash,Paid
1197,7063,10/1/2024,10/8/2024,3038.19,142.77,3038.19,10/6/2024,Credit Card,Paid
1198,24282,4/8/2025,4/15/2025,1294.36,0,1294.36,4/13/2025,Bank Transfer,Paid
1199,13470,3/7/2025,3/14/2025,147.2,0,147.2,3/8/2025,Bank Transfer,Paid
1200,13476,12/15/2022,12/22/2022,2866.01,0,2866.01,12/15/2022,Bank Transfer,Paid
1201,21177,4/21/2020,4/28/2020,6208.77,0,6208.77,4/21/2020,Bank Transfer,Paid
1202,13185,2/21/2024,2/28/2024,2275,0,0,,Cash,Pending
1203,20616,8/17/2025,8/24/2025,4506.67,0,4506.67,8/18/2025,Credit Card,Paid
1204,9629,10/21/2025,10/28/2025,1879.48,88.32,1879.48,10/24/2025,Bank Transfer,Paid
1205,4354,2/14/2025,2/21/2025,5675.19,266.69,5675.19,2/19/2025,Credit Card,Paid
1206,20550,6/3/2023,6/10/2023,996.23,46.82,996.23,6/6/2023,Credit Card,Paid
1207,1939,11/6/2021,11/13/2021,5470.97,257.09,5470.97,11/11/2021,Cash,Paid
1208,18770,6/25/2021,7/2/2021,4793.21,0,4793.21,6/26/2021,Bank Transfer,Paid
1209,19369,6/25/2022,7/2/2022,921.93,0,921.93,6/30/2022,Credit Card,Paid
1210,18775,10/20/2021,10/27/2021,1184.18,186.58,1184.18,10/22/2021,Bank Transfer,Paid
1211,18417,8/12/2020,8/19/2020,2092.72,207.61,2092.72,8/17/2020,Credit Card,Paid
1212,22878,11/17/2020,11/24/2020,3616.62,0,3616.62,11/20/2020,Bank Transfer,Paid
1213,15379,1/18/2024,1/25/2024,2084.23,0,2084.23,1/19/2024,Bank Transfer,Paid
1214,5074,8/20/2024,8/27/2024,1218.83,192.04,1218.83,8/23/2024,Bank Transfer,Paid
1215,18493,4/11/2020,4/18/2020,3139.65,0,3139.65,4/13/2020,Corporate Account,Paid
1216,24261,11/1/2023,11/8/2023,580.26,0,580.26,11/1/2023,Credit Card,Paid
1217,2741,2/17/2021,2/24/2021,1821.88,287.06,1821.88,2/17/2021,Cash,Paid
1218,13548,6/14/2025,6/21/2025,373.6,0,373.6,6/18/2025,Corporate Account,Paid
1219,21187,9/9/2023,9/16/2023,4813.33,226.19,4813.33,9/9/2023,Cash,Paid
1220,3243,5/8/2020,5/15/2020,3003.35,0,3003.35,5/8/2020,Corporate Account,Paid
1221,18914,9/23/2023,9/30/2023,812.08,0,812.08,9/23/2023,Credit Card,Paid
1222,7766,3/27/2020,4/3/2020,2109.02,99.11,2109.02,3/30/2020,Credit Card,Paid
1223,10515,7/28/2022,8/4/2022,1605.77,0,1605.77,7/28/2022,Credit Card,Paid
1224,8782,11/6/2024,11/13/2024,821.26,81.47,821.26,11/7/2024,Bank Transfer,Paid
1225,4919,11/24/2023,12/1/2023,2352.89,0,2352.89,11/28/2023,Credit Card,Paid
1226,292,3/13/2021,3/20/2021,2656.26,418.53,0,,Cash,Pending
1227,9209,9/14/2021,9/21/2021,768.28,0,768.28,9/19/2021,Credit Card,Paid
1228,21024,1/24/2024,1/31/2024,1461.33,0,1461.33,1/25/2024,Bank Transfer,Paid
1229,266,7/1/2023,7/8/2023,3139.35,147.53,3139.35,7/3/2023,Credit Card,Paid
1230,9166,10/12/2023,10/19/2023,1492.5,0,1492.5,10/15/2023,Credit Card,Paid
1231,11041,7/12/2023,7/19/2023,3188.79,316.35,3188.79,7/12/2023,Cash,Paid
1232,9060,7/18/2022,7/25/2022,3596.64,0,3596.64,7/19/2022,Credit Card,Paid
1233,18891,2/9/2024,2/16/2024,6295.76,0,6295.76,2/14/2024,Cash,Paid
1234,9696,5/19/2024,5/26/2024,5373.62,252.52,5373.62,5/23/2024,Corporate Account,Paid
1235,8366,10/1/2025,10/8/2025,3029.32,0,3029.32,10/2/2025,Credit Card,Paid
1236,10261,8/20/2022,8/27/2022,705.42,0,0,,Credit Card,Pending
1237,21654,6/10/2020,6/17/2020,1056.81,0,1056.81,6/15/2020,Credit Card,Paid
1238,11395,7/11/2025,7/18/2025,929.7,0,929.7,7/13/2025,Corporate Account,Paid
1239,24833,11/14/2021,11/21/2021,2641.47,0,0,,Cash,Pending
1240,17598,12/4/2024,12/11/2024,1557.52,0,1557.52,12/5/2024,Corporate Account,Paid
1241,24649,8/17/2021,8/24/2021,3113.26,0,3113.26,8/17/2021,Corporate Account,Paid
1242,6163,3/11/2021,3/18/2021,3012.42,0,3012.42,3/13/2021,Credit Card,Paid
1243,682,6/19/2023,6/26/2023,4903.26,0,4903.26,6/19/2023,Bank Transfer,Paid
1244,16160,11/21/2022,11/28/2022,2084.58,97.96,2084.58,11/23/2022,Credit Card,Paid
1245,8048,1/13/2021,1/20/2021,1050.86,104.25,1050.86,1/15/2021,Corporate Account,Paid
1246,23788,4/21/2022,4/28/2022,846.62,39.78,846.62,4/23/2022,Cash,Paid
1247,23661,1/2/2020,1/9/2020,1047.5,49.22,1047.5,1/6/2020,Credit Card,Paid
1248,24949,11/7/2024,11/14/2024,1053.69,0,1053.69,11/9/2024,Corporate Account,Paid
1249,24724,9/5/2024,9/12/2024,3195.23,0,3195.23,9/8/2024,Bank Transfer,Paid
1250,7773,12/9/2021,12/16/2021,1406.95,0,1406.95,12/9/2021,Bank Transfer,Paid
1251,21092,11/1/2022,11/8/2022,1055.77,0,1055.77,11/2/2022,Cash,Paid
1252,82,6/4/2022,6/11/2022,2605.73,0,2605.73,6/8/2022,Bank Transfer,Paid
1253,6018,9/4/2021,9/11/2021,2871.63,0,2871.63,9/4/2021,Credit Card,Paid
1254,23863,8/8/2023,8/15/2023,1974.18,92.77,1974.18,8/8/2023,Credit Card,Paid
1255,4286,2/1/2024,2/8/2024,2325.21,109.27,2325.21,2/4/2024,Cash,Paid
1256,9889,5/5/2023,5/12/2023,6415.79,0,6415.79,5/6/2023,Cash,Paid
1257,12162,1/27/2020,2/3/2020,4159.04,0,0,,Credit Card,Pending
1258,15768,5/23/2025,5/30/2025,1801.3,0,1801.3,5/25/2025,Credit Card,Paid
1259,13836,4/27/2022,5/4/2022,2717.56,0,0,,Cash,Overdue
1260,6896,6/18/2024,6/25/2024,3108.78,0,3108.78,6/22/2024,Corporate Account,Paid
1261,19223,3/12/2023,3/19/2023,1558.86,0,1558.86,3/13/2023,Bank Transfer,Paid
1262,16436,4/17/2022,4/24/2022,5834.85,274.19,5834.85,4/21/2022,Cash,Paid
1263,12889,5/13/2022,5/20/2022,6786.38,0,6786.38,5/15/2022,Cash,Paid
1264,9755,1/6/2023,1/13/2023,1246.4,123.65,1246.4,1/6/2023,Credit Card,Paid
1265,15968,5/11/2022,5/18/2022,755.61,74.96,755.61,5/11/2022,Credit Card,Paid
1266,21717,3/5/2022,3/12/2022,709.7,0,709.7,3/8/2022,Credit Card,Paid
1267,24714,7/16/2024,7/23/2024,946.84,93.93,0,,Credit Card,Overdue
1268,12839,2/5/2021,2/12/2021,1247.63,58.63,1247.63,2/7/2021,Cash,Paid
1269,2745,12/27/2025,1/3/2026,5146.39,0,5146.39,12/31/2025,Corporate Account,Paid
1270,15523,6/4/2021,6/11/2021,1625.57,0,1625.57,6/8/2021,Bank Transfer,Paid
1271,9589,1/8/2020,1/15/2020,4746.54,0,4746.54,1/10/2020,Cash,Paid
1272,16707,9/1/2020,9/8/2020,1625.84,0,0,,Credit Card,Overdue
1273,16825,4/28/2020,5/5/2020,6670.58,0,6670.58,5/1/2020,Bank Transfer,Paid
1274,19964,1/24/2020,1/31/2020,4321.56,428.73,4321.56,1/29/2020,Credit Card,Paid
1275,18408,3/12/2021,3/19/2021,3769.77,0,3769.77,3/15/2021,Credit Card,Paid
1276,4807,7/18/2022,7/25/2022,1179.76,0,1179.76,7/18/2022,Credit Card,Paid
1277,20159,4/13/2024,4/20/2024,4398.88,0,4398.88,4/18/2024,Credit Card,Paid
1278,17412,2/18/2023,2/25/2023,2313.19,0,0,,Credit Card,Pending
1279,13355,9/25/2020,10/2/2020,5766.71,0,5766.71,9/26/2020,Credit Card,Paid
1280,17156,11/2/2023,11/9/2023,1814.03,0,1814.03,11/5/2023,Credit Card,Paid
1281,24266,11/27/2025,12/4/2025,1431.31,67.26,1431.31,11/30/2025,Credit Card,Paid
1282,22717,6/2/2023,6/9/2023,1919.15,90.19,1919.15,6/6/2023,Credit Card,Paid
1283,2959,9/16/2020,9/23/2020,2950.25,0,2950.25,9/19/2020,Credit Card,Paid
1284,15532,12/9/2022,12/16/2022,981.9,0,981.9,12/11/2022,Bank Transfer,Paid
1285,10713,11/9/2023,11/16/2023,2256.81,223.89,2256.81,11/13/2023,Credit Card,Paid
1286,852,8/12/2021,8/19/2021,1664.76,0,0,,Credit Card,Pending
1287,23217,8/1/2025,8/8/2025,3783.11,0,3783.11,8/1/2025,Credit Card,Paid
1288,1669,10/11/2024,10/18/2024,1193.16,0,1193.16,10/13/2024,Credit Card,Paid
1289,9282,8/19/2023,8/26/2023,1724.58,0,1724.58,8/21/2023,Bank Transfer,Paid
1290,5412,7/13/2021,7/20/2021,6618.7,311.03,6618.7,7/18/2021,Credit Card,Paid
1291,8579,12/9/2022,12/16/2022,2289.91,360.81,2289.91,12/10/2022,Bank Transfer,Paid
1292,3002,3/8/2020,3/15/2020,545.63,0,545.63,3/11/2020,Credit Card,Paid
1293,18691,5/10/2025,5/17/2025,1774.52,0,1774.52,5/15/2025,Cash,Paid
1294,801,5/25/2024,6/1/2024,1444.84,0,1444.84,5/30/2024,Credit Card,Paid
1295,2164,6/17/2024,6/24/2024,1701.91,0,1701.91,6/18/2024,Credit Card,Paid
1296,24677,5/3/2022,5/10/2022,1776.95,83.5,1776.95,5/4/2022,Bank Transfer,Paid
1297,17826,8/15/2024,8/22/2024,2034.35,0,2034.35,8/15/2024,Bank Transfer,Paid
1298,22758,10/15/2024,10/22/2024,5235.06,246.01,5235.06,10/17/2024,Credit Card,Paid
1299,3329,8/10/2022,8/17/2022,2645.51,262.45,0,,Bank Transfer,Pending
1300,21611,3/20/2025,3/27/2025,1639.38,162.64,1639.38,3/21/2025,Credit Card,Paid
1301,20522,8/8/2023,8/15/2023,4661.43,0,4661.43,8/8/2023,Bank Transfer,Paid
1302,323,2/7/2020,2/14/2020,3527.27,0,3527.27,2/9/2020,Bank Transfer,Paid
1303,23673,7/7/2020,7/14/2020,3472.95,0,3472.95,7/9/2020,Bank Transfer,Paid
1304,9639,7/21/2021,7/28/2021,2843.68,0,2843.68,7/25/2021,Cash,Paid
1305,12362,11/25/2024,12/2/2024,1185.48,264.62,1185.48,11/25/2024,Credit Card,Paid
1306,1624,5/23/2023,5/30/2023,6842.42,0,0,,Bank Transfer,Pending
1307,2869,10/11/2020,10/18/2020,633.82,0,0,,Credit Card,Pending
1308,17317,8/25/2025,9/1/2025,3247.67,152.62,3247.67,8/26/2025,Credit Card,Paid
1309,16217,6/4/2023,6/11/2023,1071.11,0,0,,Credit Card,Pending
1310,6228,7/26/2022,8/2/2022,2733.23,128.44,2733.23,7/29/2022,Bank Transfer,Paid
1311,3010,11/14/2020,11/21/2020,692.15,0,692.15,11/15/2020,Credit Card,Paid
1312,9727,4/23/2020,4/30/2020,2029.45,0,2029.45,4/27/2020,Bank Transfer,Paid
1313,11269,2/6/2023,2/13/2023,1423.82,0,1423.82,2/10/2023,Credit Card,Paid
1314,13987,9/14/2025,9/21/2025,1603.96,75.37,1603.96,9/15/2025,Cash,Paid
1315,9307,5/23/2021,5/30/2021,705.54,33.15,705.54,5/23/2021,Credit Card,Paid
1316,12090,11/25/2023,12/2/2023,1321.79,0,0,,Cash,Pending
1317,7318,3/10/2023,3/17/2023,3721.67,0,0,,Credit Card,Overdue
1318,11867,6/1/2021,6/8/2021,1793.43,84.28,0,,Credit Card,Pending
1319,22279,8/16/2025,8/23/2025,1332.13,0,1332.13,8/18/2025,Bank Transfer,Paid
1320,12962,4/17/2024,4/24/2024,1603.69,159.1,1603.69,4/19/2024,Credit Card,Paid
1321,5490,4/23/2021,4/30/2021,933.51,0,933.51,4/27/2021,Cash,Paid
1322,2673,6/7/2024,6/14/2024,6797.13,0,6797.13,6/8/2024,Bank Transfer,Paid
1323,17377,1/3/2025,1/10/2025,621.27,0,621.27,1/4/2025,Bank Transfer,Paid
1324,15350,5/4/2023,5/11/2023,3600.5,0,3600.5,5/8/2023,Credit Card,Paid
1325,5349,6/8/2024,6/15/2024,3892.69,0,3892.69,6/11/2024,Corporate Account,Paid
1326,2383,12/12/2023,12/19/2023,1175.2,0,0,,Cash,Pending
1327,5743,2/5/2021,2/12/2021,3508.25,0,3508.25,2/7/2021,Corporate Account,Paid
1328,4150,11/21/2020,11/28/2020,2042.48,95.98,2042.48,11/21/2020,Credit Card,Paid
1329,1812,9/10/2023,9/17/2023,1907.04,0,0,,Credit Card,Overdue
1330,24838,10/20/2021,10/27/2021,775.71,36.45,775.71,10/24/2021,Cash,Paid
1331,4868,1/22/2025,1/29/2025,5302.51,0,5302.51,1/22/2025,Credit Card,Paid
1332,5383,11/11/2024,11/18/2024,3620.66,0,3620.66,11/12/2024,Cash,Paid
1333,16570,1/25/2022,2/1/2022,940.53,93.31,940.53,1/30/2022,Bank Transfer,Paid
1334,24737,10/3/2025,10/10/2025,3517.87,165.31,0,,Cash,Overdue
1335,20735,7/10/2024,7/17/2024,2357.59,110.79,0,,Cash,Pending
1336,2095,4/8/2023,4/15/2023,1271,0,1271,4/10/2023,Corporate Account,Paid
1337,22193,12/27/2020,1/3/2021,2629.91,123.59,2629.91,12/30/2020,Corporate Account,Paid
1338,23307,7/18/2021,7/25/2021,1286.56,0,1286.56,7/21/2021,Credit Card,Paid
1339,9418,10/25/2020,11/1/2020,3406.52,337.95,3406.52,10/28/2020,Credit Card,Paid
1340,21433,3/10/2025,3/17/2025,559.61,0,559.61,3/10/2025,Cash,Paid
1341,7854,4/9/2023,4/16/2023,833.64,82.7,0,,Credit Card,Pending
1342,5347,8/21/2024,8/28/2024,3110.4,308.57,3110.4,8/24/2024,Corporate Account,Paid
1343,6564,6/22/2023,6/29/2023,1429.01,67.15,1429.01,6/22/2023,Credit Card,Paid
1344,5606,9/24/2021,10/1/2021,3205.73,0,0,,Credit Card,Pending
1345,12206,6/5/2023,6/12/2023,2268.18,0,2268.18,6/9/2023,Credit Card,Paid
1346,20658,3/23/2022,3/30/2022,2561.04,0,2561.04,3/27/2022,Credit Card,Paid
1347,6352,8/3/2023,8/10/2023,5156.63,0,5156.63,8/4/2023,Credit Card,Paid
1348,6772,1/17/2023,1/24/2023,2302.42,0,0,,Bank Transfer,Overdue
1349,24292,1/11/2025,1/18/2025,1436.47,0,0,,Cash,Pending
1350,6336,5/27/2022,6/3/2022,4958.05,0,4958.05,5/31/2022,Cash,Paid
1351,692,5/4/2021,5/11/2021,3022.28,0,3022.28,5/8/2021,Cash,Paid
1352,5400,1/23/2020,1/30/2020,1626.46,0,1626.46,1/28/2020,Credit Card,Paid
1353,8489,10/8/2021,10/15/2021,1361.64,0,1361.64,10/12/2021,Cash,Paid
1354,22345,4/3/2024,4/10/2024,1807.6,0,1807.6,4/5/2024,Corporate Account,Paid
1355,22015,3/23/2025,3/30/2025,2588.6,0,2588.6,3/25/2025,Credit Card,Paid
1356,17484,10/1/2023,10/8/2023,3852.98,181.06,3852.98,10/6/2023,Cash,Paid
1357,24728,7/25/2022,8/1/2022,2207.42,0,2207.42,7/27/2022,Bank Transfer,Paid
1358,24822,9/22/2025,9/29/2025,1587.65,74.61,1587.65,9/24/2025,Bank Transfer,Paid
1359,20824,8/4/2022,8/11/2022,3718.9,0,3718.9,8/5/2022,Bank Transfer,Paid
1360,14987,9/17/2021,9/24/2021,2438.64,544.34,2438.64,9/22/2021,Cash,Paid
1361,1157,7/5/2020,7/12/2020,1510.22,237.95,0,,Credit Card,Pending
1362,10076,1/21/2024,1/28/2024,3305.79,0,3305.79,1/26/2024,Bank Transfer,Paid
1363,6004,1/3/2020,1/10/2020,2904.82,0,2904.82,1/6/2020,Credit Card,Paid
1364,14620,10/14/2021,10/21/2021,3718.85,174.76,3718.85,10/17/2021,Bank Transfer,Paid
1365,15239,12/13/2023,12/20/2023,2083.53,0,0,,Cash,Pending
1366,8309,4/4/2023,4/11/2023,1601.12,0,1601.12,4/8/2023,Credit Card,Paid
1367,1167,5/11/2020,5/18/2020,1312.08,0,1312.08,5/12/2020,Credit Card,Paid
1368,8953,9/1/2020,9/8/2020,2405.14,0,2405.14,9/2/2020,Credit Card,Paid
1369,8914,4/3/2022,4/10/2022,969.16,0,969.16,4/4/2022,Credit Card,Paid
1370,6239,2/1/2023,2/8/2023,966.4,0,966.4,2/6/2023,Cash,Paid
1371,8186,8/6/2024,8/13/2024,3718.34,174.73,3718.34,8/7/2024,Cash,Paid
1372,5809,9/19/2020,9/26/2020,4385.8,0,4385.8,9/21/2020,Credit Card,Paid
1373,22713,11/27/2020,12/4/2020,405.12,0,405.12,11/27/2020,Credit Card,Paid
1374,16861,9/7/2020,9/14/2020,3445.13,0,3445.13,9/11/2020,Credit Card,Paid
1375,22442,12/23/2023,12/30/2023,1144.32,0,1144.32,12/28/2023,Cash,Paid
1376,13452,6/4/2023,6/11/2023,1727.94,0,0,,Credit Card,Pending
1377,2486,7/25/2023,8/1/2023,1605.44,0,0,,Cash,Pending
1378,5365,11/10/2022,11/17/2022,839.73,0,839.73,11/11/2022,Credit Card,Paid
1379,23003,6/28/2023,7/5/2023,1494.81,0,1494.81,6/30/2023,Credit Card,Paid
1380,16628,5/14/2020,5/21/2020,4097.79,192.57,4097.79,5/16/2020,Bank Transfer,Paid
1381,21907,5/27/2022,6/3/2022,2034.53,95.61,2034.53,5/27/2022,Credit Card,Paid
1382,14539,12/19/2023,12/26/2023,4914.54,774.35,4914.54,12/21/2023,Cash,Paid
1383,14416,4/2/2021,4/9/2021,2165.32,0,0,,Credit Card,Pending
1384,11651,5/2/2020,5/9/2020,1203.67,0,1203.67,5/2/2020,Credit Card,Paid
1385,24923,12/12/2025,12/19/2025,5417.21,537.42,5417.21,12/15/2025,Bank Transfer,Paid
1386,1867,4/28/2023,5/5/2023,1239.97,123.01,1239.97,5/3/2023,Credit Card,Paid
1387,22520,5/14/2024,5/21/2024,3591.56,0,3591.56,5/16/2024,Bank Transfer,Paid
1388,22994,8/25/2022,9/1/2022,5110.09,0,0,,Corporate Account,Pending
1389,12200,5/22/2021,5/29/2021,2901.94,0,2901.94,5/22/2021,Credit Card,Paid
1390,16411,2/23/2020,3/1/2020,2900.65,0,2900.65,2/25/2020,Credit Card,Paid
1391,9759,8/24/2024,8/31/2024,2316.61,0,0,,Credit Card,Pending
1392,19383,11/17/2021,11/24/2021,1374.18,0,1374.18,11/22/2021,Cash,Paid
1393,21736,2/28/2022,3/7/2022,3303.26,0,3303.26,3/3/2022,Cash,Paid
1394,16612,5/18/2024,5/25/2024,1566.49,0,1566.49,5/21/2024,Credit Card,Paid
1395,17011,4/18/2020,4/25/2020,1377.59,0,1377.59,4/18/2020,Credit Card,Paid
1396,23364,6/15/2025,6/22/2025,940.3,44.19,940.3,6/20/2025,Credit Card,Paid
1397,24315,7/15/2023,7/22/2023,852.23,40.05,0,,Credit Card,Pending
1398,15292,9/10/2020,9/17/2020,773.7,0,773.7,9/11/2020,Cash,Paid
1399,6261,3/3/2022,3/10/2022,297.09,0,297.09,3/7/2022,Credit Card,Paid
1400,2753,1/8/2024,1/15/2024,2633.73,0,2633.73,1/13/2024,Credit Card,Paid
1401,18172,7/15/2025,7/22/2025,815.26,0,815.26,7/19/2025,Bank Transfer,Paid
1402,18703,4/25/2024,5/2/2024,4057.4,190.67,4057.4,4/29/2024,Credit Card,Paid
1403,23499,3/7/2021,3/14/2021,1701.75,0,1701.75,3/11/2021,Corporate Account,Paid
1404,12367,6/17/2020,6/24/2020,2549.46,0,2549.46,6/21/2020,Credit Card,Paid
1405,12315,2/26/2021,3/5/2021,1314.5,0,1314.5,2/28/2021,Credit Card,Paid
1406,8630,1/16/2025,1/23/2025,2420.08,0,2420.08,1/20/2025,Bank Transfer,Paid
1407,7994,5/18/2023,5/25/2023,3879.91,0,3879.91,5/22/2023,Corporate Account,Paid
1408,23232,9/12/2021,9/19/2021,2248.22,0,2248.22,9/16/2021,Bank Transfer,Paid
1409,7260,7/2/2022,7/9/2022,5379.78,0,5379.78,7/2/2022,Credit Card,Paid
1410,7062,1/7/2022,1/14/2022,1227.79,0,1227.79,1/12/2022,Credit Card,Paid
