ShiftID,EmployeeID,ShiftDate,StartTime,EndTime,DepartmentID,ShiftType,HoursWorked,OvertimeHours,Status
2881,99,2/23/2020,6:00:00 AM,2:00:00 PM,3,Morning,5,0,Completed
2882,91,2/23/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
2883,35,2/23/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
2884,99,2/23/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
2885,75,2/23/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Missed
2886,19,2/23/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
2887,35,2/23/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
2888,75,2/23/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
2889,19,2/23/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
2890,68,2/23/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Completed
2891,52,2/23/2020,2:00:00 PM,10:00:00 PM,4,Evening,8,0,Completed
2892,12,2/23/2020,10:00:00 PM,6:00:00 AM,4,Night,9,1,Completed
2893,85,2/23/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Scheduled
2894,21,2/23/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
2895,61,2/23/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
2896,77,2/23/2020,2:00:00 PM,10:00:00 PM,5,Evening,7,0,Completed
2897,21,2/23/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
2898,37,2/23/2020,10:00:00 PM,6:00:00 AM,5,Night,5,0,Missed
2899,30,2/23/2020,6:00:00 AM,2:00:00 PM,6,Morning,6,0,Completed
2900,94,2/23/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
2901,54,2/23/2020,2:00:00 PM,10:00:00 PM,6,Evening,12,4,Completed
2902,94,2/23/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
2903,46,2/23/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Scheduled
2904,14,2/23/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
2905,55,2/23/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Completed
2906,15,2/23/2020,2:00:00 PM,10:00:00 PM,7,Evening,6,0,Completed
2907,31,2/23/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Completed
2908,88,2/23/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
2909,96,2/23/2020,6:00:00 AM,2:00:00 PM,8,Morning,12,4,Scheduled
2910,64,2/23/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
2911,48,2/23/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Missed
2912,8,2/23/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
2913,56,2/23/2020,2:00:00 PM,10:00:00 PM,8,Evening,9,1,Completed
2914,8,2/23/2020,10:00:00 PM,6:00:00 AM,8,Night,7,2,Completed
2915,88,2/23/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
2916,80,2/23/2020,10:00:00 PM,6:00:00 AM,8,Night,6,0,Missed
2917,33,2/24/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
2918,97,2/24/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
2919,49,2/24/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
2920,9,2/24/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
2921,1,2/24/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
2922,57,2/24/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Missed
2923,74,2/24/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
2924,66,2/24/2020,6:00:00 AM,2:00:00 PM,2,Morning,9,1,Completed
2925,26,2/24/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Missed
2926,50,2/24/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
2927,2,2/24/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
2928,90,2/24/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
2929,82,2/24/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Missed
2930,98,2/24/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
2931,2,2/24/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Missed
2932,90,2/24/2020,10:00:00 PM,6:00:00 AM,2,Night,6,0,Completed
2933,66,2/24/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
2934,26,2/24/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Missed
2935,99,2/24/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
2936,43,2/24/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
2937,11,2/24/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
2938,19,2/24/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
2939,3,2/24/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Missed
2940,59,2/24/2020,2:00:00 PM,10:00:00 PM,3,Evening,10,2,Scheduled
2941,3,2/24/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
2942,67,2/24/2020,10:00:00 PM,6:00:00 AM,3,Night,5,0,Completed
2943,19,2/24/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
2944,68,2/24/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Missed
2945,52,2/24/2020,2:00:00 PM,10:00:00 PM,4,Evening,9,1,Completed
2946,36,2/24/2020,10:00:00 PM,6:00:00 AM,4,Night,8,0,Completed
2947,77,2/24/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Missed
2948,37,2/24/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
2949,21,2/24/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Missed
2950,93,2/24/2020,2:00:00 PM,10:00:00 PM,5,Evening,7,1,Completed
2951,5,2/24/2020,10:00:00 PM,6:00:00 AM,5,Night,7,0,Completed
2952,21,2/24/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
2953,46,2/24/2020,6:00:00 AM,2:00:00 PM,6,Morning,9,1,Completed
2954,78,2/24/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
2955,38,2/24/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
2956,78,2/24/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
2957,78,2/24/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
2958,14,2/24/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
2959,39,2/24/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Completed
2960,31,2/24/2020,2:00:00 PM,10:00:00 PM,7,Evening,8,0,Missed
2961,55,2/24/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Completed
2962,8,2/24/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
2963,72,2/24/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
2964,48,2/24/2020,6:00:00 AM,2:00:00 PM,8,Morning,10,2,Completed
2965,80,2/24/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
2966,8,2/24/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
2967,88,2/24/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
2968,88,2/24/2020,10:00:00 PM,6:00:00 AM,8,Night,10,2,Scheduled
2969,16,2/24/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Scheduled
2970,48,2/24/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
2971,49,2/25/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
2972,97,2/25/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
2973,89,2/25/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
2974,41,2/25/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
2975,89,2/25/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
2976,81,2/25/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
2977,74,2/25/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
2978,66,2/25/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
2979,50,2/25/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Missed
2980,26,2/25/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Missed
2981,18,2/25/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
2982,74,2/25/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
2983,50,2/25/2020,2:00:00 PM,10:00:00 PM,2,Evening,7,0,Completed
2984,42,2/25/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
2985,98,2/25/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
2986,34,2/25/2020,10:00:00 PM,6:00:00 AM,2,Night,10,2,Completed
2987,66,2/25/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
2988,58,2/25/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Missed
2989,91,2/25/2020,6:00:00 AM,2:00:00 PM,3,Morning,7,0,Completed
2990,35,2/25/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
2991,43,2/25/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
2992,43,2/25/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
2993,3,2/25/2020,2:00:00 PM,10:00:00 PM,3,Evening,10,2,Scheduled
2994,59,2/25/2020,2:00:00 PM,10:00:00 PM,3,Evening,9,1,Completed
2995,59,2/25/2020,10:00:00 PM,6:00:00 AM,3,Night,11,3,Completed
2996,43,2/25/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
2997,91,2/25/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
2998,28,2/25/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Completed
2999,52,2/25/2020,2:00:00 PM,10:00:00 PM,4,Evening,10,2,Completed
3000,12,2/25/2020,10:00:00 PM,6:00:00 AM,4,Night,8,0,Completed
3001,53,2/25/2020,6:00:00 AM,2:00:00 PM,5,Morning,11,3,Completed
3002,29,2/25/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
3003,93,2/25/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
3004,21,2/25/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
3005,21,2/25/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
3006,61,2/25/2020,10:00:00 PM,6:00:00 AM,5,Night,10,4,Completed
3007,62,2/25/2020,6:00:00 AM,2:00:00 PM,6,Morning,6,0,Completed
3008,86,2/25/2020,6:00:00 AM,2:00:00 PM,6,Morning,5,0,Completed
3009,46,2/25/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Missed
3010,54,2/25/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
3011,54,2/25/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Scheduled
3012,22,2/25/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
3013,39,2/25/2020,6:00:00 AM,2:00:00 PM,7,Morning,10,2,Missed
3014,15,2/25/2020,2:00:00 PM,10:00:00 PM,7,Evening,8,0,Completed
3015,39,2/25/2020,10:00:00 PM,6:00:00 AM,7,Night,7,0,Completed
3016,24,2/25/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
3017,56,2/25/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Missed
3018,48,2/25/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
3019,48,2/25/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3020,40,2/25/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3021,96,2/25/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3022,48,2/25/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
3023,80,2/25/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
3024,96,2/25/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
3025,33,2/26/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Missed
3026,57,2/26/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Missed
3027,89,2/26/2020,2:00:00 PM,10:00:00 PM,1,Evening,12,4,Completed
3028,1,2/26/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
3029,25,2/26/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
3030,65,2/26/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Missed
3031,42,2/26/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3032,90,2/26/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3033,66,2/26/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3034,26,2/26/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Missed
3035,18,2/26/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
3036,34,2/26/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
3037,2,2/26/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
3038,98,2/26/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Missed
3039,82,2/26/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Missed
3040,74,2/26/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
3041,2,2/26/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
3042,66,2/26/2020,10:00:00 PM,6:00:00 AM,2,Night,12,4,Completed
3043,99,2/26/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Scheduled
3044,67,2/26/2020,6:00:00 AM,2:00:00 PM,3,Morning,6,0,Completed
3045,11,2/26/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
3046,67,2/26/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
3047,91,2/26/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
3048,59,2/26/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
3049,99,2/26/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
3050,91,2/26/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
3051,11,2/26/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
3052,52,2/26/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Completed
3053,20,2/26/2020,2:00:00 PM,10:00:00 PM,4,Evening,8,0,Completed
3054,20,2/26/2020,10:00:00 PM,6:00:00 AM,4,Night,12,4,Missed
3055,69,2/26/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
3056,53,2/26/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
3057,69,2/26/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
3058,85,2/26/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
3059,45,2/26/2020,10:00:00 PM,6:00:00 AM,5,Night,7,0,Completed
3060,21,2/26/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
3061,62,2/26/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Missed
3062,30,2/26/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
3063,14,2/26/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
3064,46,2/26/2020,2:00:00 PM,10:00:00 PM,6,Evening,7,0,Scheduled
3065,46,2/26/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Missed
3066,14,2/26/2020,10:00:00 PM,6:00:00 AM,6,Night,6,0,Completed
3067,55,2/26/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Scheduled
3068,15,2/26/2020,2:00:00 PM,10:00:00 PM,7,Evening,8,0,Completed
3069,39,2/26/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Completed
3070,40,2/26/2020,6:00:00 AM,2:00:00 PM,8,Morning,7,0,Missed
3071,24,2/26/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
3072,48,2/26/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
3073,8,2/26/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3074,16,2/26/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3075,24,2/26/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3076,80,2/26/2020,10:00:00 PM,6:00:00 AM,8,Night,9,1,Completed
3077,64,2/26/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
3078,88,2/26/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
3079,33,2/27/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Scheduled
3080,25,2/27/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Missed
3081,73,2/27/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Missed
3082,65,2/27/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
3083,33,2/27/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
3084,81,2/27/2020,10:00:00 PM,6:00:00 AM,1,Night,6,0,Missed
3085,26,2/27/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3086,18,2/27/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3087,50,2/27/2020,6:00:00 AM,2:00:00 PM,2,Morning,11,3,Completed
3088,58,2/27/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,1,Completed
3089,34,2/27/2020,2:00:00 PM,10:00:00 PM,2,Evening,12,4,Completed
3090,26,2/27/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
3091,82,2/27/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,1,Completed
3092,42,2/27/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
3093,74,2/27/2020,10:00:00 PM,6:00:00 AM,2,Night,5,0,Missed
3094,98,2/27/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
3095,2,2/27/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
3096,10,2/27/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
3097,51,2/27/2020,6:00:00 AM,2:00:00 PM,3,Morning,5,0,Missed
3098,67,2/27/2020,6:00:00 AM,2:00:00 PM,3,Morning,11,3,Completed
3099,3,2/27/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
3100,91,2/27/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
3101,27,2/27/2020,2:00:00 PM,10:00:00 PM,3,Evening,6,0,Completed
3102,11,2/27/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Missed
3103,11,2/27/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
3104,43,2/27/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Completed
3105,35,2/27/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Missed
3106,76,2/27/2020,6:00:00 AM,2:00:00 PM,4,Morning,8,0,Missed
3107,100,2/27/2020,2:00:00 PM,10:00:00 PM,4,Evening,8,0,Completed
3108,52,2/27/2020,10:00:00 PM,6:00:00 AM,4,Night,8,0,Completed
3109,93,2/27/2020,6:00:00 AM,2:00:00 PM,5,Morning,11,3,Completed
3110,77,2/27/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
3111,77,2/27/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
3112,5,2/27/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Completed
3113,85,2/27/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
3114,29,2/27/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
3115,30,2/27/2020,6:00:00 AM,2:00:00 PM,6,Morning,8,0,Completed
3116,86,2/27/2020,6:00:00 AM,2:00:00 PM,6,Morning,11,4,Completed
3117,46,2/27/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
3118,30,2/27/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Completed
3119,54,2/27/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Missed
3120,22,2/27/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
3121,95,2/27/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Missed
3122,39,2/27/2020,2:00:00 PM,10:00:00 PM,7,Evening,8,0,Completed
3123,39,2/27/2020,10:00:00 PM,6:00:00 AM,7,Night,8,0,Completed
3124,16,2/27/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
3125,88,2/27/2020,6:00:00 AM,2:00:00 PM,8,Morning,11,3,Completed
3126,56,2/27/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Missed
3127,40,2/27/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3128,16,2/27/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3129,88,2/27/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3130,56,2/27/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
3131,64,2/27/2020,10:00:00 PM,6:00:00 AM,8,Night,5,0,Missed
3132,88,2/27/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Missed
3133,65,2/28/2020,6:00:00 AM,2:00:00 PM,1,Morning,10,2,Completed
3134,89,2/28/2020,6:00:00 AM,2:00:00 PM,1,Morning,10,2,Missed
3135,65,2/28/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
3136,81,2/28/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
3137,57,2/28/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
3138,1,2/28/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
3139,66,2/28/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3140,50,2/28/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3141,74,2/28/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3142,34,2/28/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3143,34,2/28/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
3144,2,2/28/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
3145,42,2/28/2020,2:00:00 PM,10:00:00 PM,2,Evening,9,1,Completed
3146,90,2/28/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
3147,98,2/28/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
3148,90,2/28/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
3149,18,2/28/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Completed
3150,26,2/28/2020,10:00:00 PM,6:00:00 AM,2,Night,8,0,Scheduled
3151,51,2/28/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
3152,11,2/28/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
3153,35,2/28/2020,6:00:00 AM,2:00:00 PM,3,Morning,8,0,Completed
3154,3,2/28/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
3155,75,2/28/2020,2:00:00 PM,10:00:00 PM,3,Evening,8,0,Completed
3156,27,2/28/2020,2:00:00 PM,10:00:00 PM,3,Evening,11,3,Completed
3157,35,2/28/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Missed
3158,91,2/28/2020,10:00:00 PM,6:00:00 AM,3,Night,12,4,Completed
3159,3,2/28/2020,10:00:00 PM,6:00:00 AM,3,Night,8,0,Missed
3160,76,2/28/2020,6:00:00 AM,2:00:00 PM,4,Morning,5,0,Scheduled
3161,4,2/28/2020,2:00:00 PM,10:00:00 PM,4,Evening,9,1,Completed
3162,92,2/28/2020,10:00:00 PM,6:00:00 AM,4,Night,12,4,Scheduled
3163,45,2/28/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
3164,93,2/28/2020,6:00:00 AM,2:00:00 PM,5,Morning,8,0,Completed
3165,29,2/28/2020,2:00:00 PM,10:00:00 PM,5,Evening,7,0,Completed
3166,53,2/28/2020,2:00:00 PM,10:00:00 PM,5,Evening,8,0,Scheduled
3167,5,2/28/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Completed
3168,61,2/28/2020,10:00:00 PM,6:00:00 AM,5,Night,8,0,Missed
3169,94,2/28/2020,6:00:00 AM,2:00:00 PM,6,Morning,5,0,Completed
3170,78,2/28/2020,6:00:00 AM,2:00:00 PM,6,Morning,11,3,Completed
3171,54,2/28/2020,2:00:00 PM,10:00:00 PM,6,Evening,8,0,Missed
3172,70,2/28/2020,2:00:00 PM,10:00:00 PM,6,Evening,5,0,Completed
3173,22,2/28/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Missed
3174,62,2/28/2020,10:00:00 PM,6:00:00 AM,6,Night,8,0,Completed
3175,47,2/28/2020,6:00:00 AM,2:00:00 PM,7,Morning,8,0,Completed
3176,95,2/28/2020,2:00:00 PM,10:00:00 PM,7,Evening,8,0,Completed
3177,47,2/28/2020,10:00:00 PM,6:00:00 AM,7,Night,11,3,Completed
3178,48,2/28/2020,6:00:00 AM,2:00:00 PM,8,Morning,8,0,Completed
3179,24,2/28/2020,6:00:00 AM,2:00:00 PM,8,Morning,12,4,Completed
3180,80,2/28/2020,6:00:00 AM,2:00:00 PM,8,Morning,12,4,Completed
3181,80,2/28/2020,2:00:00 PM,10:00:00 PM,8,Evening,7,0,Completed
3182,72,2/28/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3183,8,2/28/2020,2:00:00 PM,10:00:00 PM,8,Evening,8,0,Completed
3184,96,2/28/2020,10:00:00 PM,6:00:00 AM,8,Night,11,3,Completed
3185,40,2/28/2020,10:00:00 PM,6:00:00 AM,8,Night,10,2,Completed
3186,24,2/28/2020,10:00:00 PM,6:00:00 AM,8,Night,8,0,Completed
3187,25,2/29/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,0,Completed
3188,1,2/29/2020,6:00:00 AM,2:00:00 PM,1,Morning,8,1,Completed
3189,33,2/29/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
3190,49,2/29/2020,2:00:00 PM,10:00:00 PM,1,Evening,8,0,Completed
3191,81,2/29/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Completed
3192,1,2/29/2020,10:00:00 PM,6:00:00 AM,1,Night,8,0,Missed
3193,58,2/29/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3194,2,2/29/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3195,82,2/29/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Missed
3196,18,2/29/2020,6:00:00 AM,2:00:00 PM,2,Morning,8,0,Completed
3197,50,2/29/2020,2:00:00 PM,10:00:00 PM,2,Evening,9,3,Completed
3198,82,2/29/2020,2:00:00 PM,10:00:00 PM,2,Evening,8,0,Completed
