GuestID,ServiceID,Rating,Comments,FeedbackDate
508,3,5,Amazing staff!,8/19/2023
1809,10,4,Good value,2/20/2022
171,5,5,Highly recommend!,5/23/2022
2686,5,4,Friendly staff,8/9/2020
1281,12,5,Excellent service!,7/11/2025
45,14,4,Very good service,7/5/2024
1692,3,2,Not satisfied,11/4/2022
2128,3,3,Okay service,8/13/2021
783,12,5,Highly recommend!,1/13/2020
1663,5,5,Highly recommend!,8/31/2025
1768,12,5,Perfect stay!,10/31/2024
72,12,5,Highly recommend!,7/18/2021
1384,15,2,Poor service,8/16/2025
2610,13,4,Good value,12/2/2021
2583,7,4,Nice experience,4/21/2023
858,15,3,Average stay,8/22/2023
690,8,5,Amazing staff!,4/27/2022
1641,15,4,Nice experience,12/27/2025
2885,15,5,Perfect stay!,1/17/2024
2642,14,2,Below expectations,8/19/2025
1634,9,3,Decent hotel,12/16/2021
2650,8,3,Average stay,9/23/2025
152,14,3,Decent hotel,1/9/2023
2285,10,4,Friendly staff,9/8/2020
882,3,4,Friendly staff,1/9/2024
629,9,5,Amazing staff!,11/25/2024
267,8,4,Good value,5/21/2023
2835,5,5,Outstanding experience!,7/10/2023
1508,8,4,Nice experience,5/29/2025
2712,12,5,Excellent service!,2/24/2025
82,5,5,Perfect stay!,1/21/2022
2872,5,5,Outstanding experience!,10/8/2021
68,6,5,Amazing staff!,6/12/2024
95,11,5,Perfect stay!,9/30/2025
457,4,3,Decent hotel,5/22/2023
1894,7,4,Very good service,11/17/2022
2693,14,5,Outstanding experience!,10/11/2020
1411,3,5,Excellent service!,12/13/2022
834,5,5,Outstanding experience!,12/15/2022
1477,9,2,Poor service,12/20/2021
622,4,2,Poor service,4/9/2024
1265,12,5,Perfect stay!,10/9/2025
1655,14,2,Disappointing,12/15/2025
1480,7,2,Poor service,3/5/2025
621,2,5,Perfect stay!,9/10/2021
1923,10,2,Not satisfied,8/15/2023
1968,8,4,Very good service,4/14/2023
2310,14,4,Friendly staff,11/30/2021
1779,5,5,Highly recommend!,7/9/2022
2461,9,3,Decent hotel,11/19/2023
553,6,5,Outstanding experience!,9/20/2025
2872,2,5,Outstanding experience!,8/24/2022
953,2,4,Friendly staff,2/2/2020
2841,14,3,Average stay,3/30/2021
2108,4,1,Awful service,4/11/2025
666,3,4,Good value,7/8/2020
1234,4,5,Outstanding experience!,1/27/2021
601,2,5,Highly recommend!,6/29/2023
367,3,4,Great hotel!,11/14/2024
1959,4,3,Decent hotel,12/24/2025
385,4,4,Very good service,12/18/2024
149,6,3,Okay service,7/17/2023
9,9,4,Very good service,3/13/2020
525,11,4,Very good service,7/13/2025
2242,1,5,Highly recommend!,4/23/2020
1656,8,3,Decent hotel,1/20/2020
1351,11,5,Amazing staff!,7/9/2020
138,14,3,Could be better,9/2/2025
2194,12,3,Fair experience,7/21/2023
2949,4,5,Highly recommend!,9/22/2021
1350,9,4,Nice experience,4/19/2021
2116,2,5,Perfect stay!,4/11/2022
173,3,5,Perfect stay!,7/30/2020
2750,4,5,Amazing staff!,5/10/2022
1216,11,4,Great hotel!,1/19/2020
1532,5,3,Decent hotel,8/12/2020
731,13,4,Very good service,4/13/2022
588,9,3,Okay service,9/21/2025
513,13,3,Could be better,6/13/2020
950,4,5,Amazing staff!,12/14/2024
1233,5,4,Good value,7/22/2025
1449,4,4,Good value,4/24/2025
269,1,1,Terrible experience,7/10/2020
856,12,2,Not satisfied,11/24/2024
1178,5,5,Excellent service!,3/26/2020
811,15,5,Outstanding experience!,6/25/2022
788,1,3,Okay service,1/10/2022
2930,14,4,Great hotel!,10/15/2023
2579,10,5,Highly recommend!,11/22/2021
1818,3,4,Great hotel!,11/18/2023
2072,4,3,Average stay,11/6/2023
1520,13,4,Very good service,3/14/2023
1622,11,3,Decent hotel,11/15/2020
143,5,4,Great hotel!,2/13/2020
1343,6,5,Outstanding experience!,3/13/2023
2953,15,3,Average stay,6/10/2025
677,6,4,Nice experience,6/24/2022
1160,4,4,Very good service,2/26/2022
2651,9,4,Very good service,12/31/2024
1041,4,4,Good value,12/25/2021
2689,4,5,Amazing staff!,9/8/2021
1592,9,4,Good value,4/23/2021
150,9,4,Nice experience,5/9/2022
408,1,3,Decent hotel,9/12/2024
1637,15,4,Nice experience,11/3/2022
2399,12,3,Okay service,3/25/2020
2539,15,2,Poor service,2/21/2022
2077,3,5,Excellent service!,11/3/2022
2267,1,4,Very good service,9/19/2025
1526,6,4,Good value,10/20/2025
1875,15,4,Good value,10/2/2021
1537,13,2,Needs improvement,3/25/2023
2251,15,3,Decent hotel,2/9/2022
2510,15,3,Fair experience,1/18/2021
784,6,4,Good value,8/4/2023
1398,11,5,Perfect stay!,8/23/2020
376,2,4,Friendly staff,7/21/2024
2836,8,5,Outstanding experience!,2/24/2020
2541,4,4,Friendly staff,9/30/2020
242,4,5,Outstanding experience!,3/22/2023
785,15,5,Highly recommend!,5/20/2025
2842,2,4,Great hotel!,11/4/2021
2924,12,1,Would not recommend,5/11/2021
1141,7,3,Average stay,10/19/2023
1523,9,3,Okay service,6/1/2023
1867,6,5,Highly recommend!,11/17/2025
801,13,1,Would not recommend,1/22/2024
68,3,4,Friendly staff,5/11/2025
2705,14,4,Good value,9/22/2020
1573,4,4,Friendly staff,8/3/2022
1568,13,4,Great hotel!,11/29/2021
1841,7,4,Great hotel!,6/28/2022
1162,14,3,Average stay,11/24/2024
555,9,5,Excellent service!,6/15/2025
2301,15,5,Outstanding experience!,12/3/2025
272,9,3,Average stay,8/3/2021
774,5,4,Good value,5/13/2022
2296,10,3,Okay service,1/8/2022
2964,9,3,Could be better,12/30/2020
457,6,5,Perfect stay!,12/3/2025
2902,9,4,Nice experience,3/19/2020
43,11,2,Not satisfied,7/7/2022
2671,5,5,Outstanding experience!,2/27/2025
2038,9,3,Fair experience,1/12/2023
1827,8,5,Amazing staff!,12/18/2021
2885,15,2,Poor service,1/12/2024
1791,11,2,Poor service,7/19/2023
1969,10,2,Disappointing,11/13/2021
1165,2,4,Friendly staff,8/19/2020
2978,4,4,Very good service,9/1/2025
2255,15,4,Good value,9/30/2020
2785,11,5,Highly recommend!,3/14/2021
454,10,3,Average stay,1/14/2024
751,7,5,Excellent service!,1/19/2021
1875,14,5,Amazing staff!,11/30/2020
2632,13,4,Nice experience,12/31/2023
1554,15,1,Terrible experience,10/15/2021
629,2,3,Okay service,3/9/2021
318,13,5,Perfect stay!,6/18/2024
772,8,3,Average stay,9/8/2022
868,4,5,Highly recommend!,10/24/2024
2490,12,3,Could be better,11/8/2025
2201,1,5,Highly recommend!,9/10/2025
1032,3,5,Highly recommend!,6/30/2022
1692,10,4,Nice experience,5/12/2024
1568,9,5,Highly recommend!,8/6/2022
783,6,1,Terrible experience,5/1/2025
871,10,4,Great hotel!,7/13/2025
232,5,4,Nice experience,11/13/2023
2709,8,5,Perfect stay!,4/19/2025
2683,3,5,Perfect stay!,7/1/2020
2471,13,4,Friendly staff,1/12/2024
2540,15,5,Perfect stay!,1/3/2025
1552,2,3,Okay service,12/12/2020
2707,4,3,Okay service,9/12/2024
2354,1,3,Fair experience,7/12/2025
926,4,5,Outstanding experience!,1/5/2020
171,7,4,Nice experience,11/17/2025
1191,3,3,Could be better,6/25/2024
2155,2,3,Average stay,11/2/2025
673,12,2,Not satisfied,2/5/2025
1185,7,5,Outstanding experience!,7/19/2021
2704,11,4,Friendly staff,5/16/2022
869,8,4,Nice experience,12/29/2021
1649,13,5,Excellent service!,11/23/2024
1822,14,1,Extremely disappointed,11/17/2024
1548,8,5,Highly recommend!,9/11/2022
1018,14,4,Friendly staff,7/15/2020
895,2,5,Highly recommend!,7/19/2022
866,2,5,Perfect stay!,1/10/2021
193,4,4,Good value,9/6/2024
359,14,5,Excellent service!,7/3/2024
1789,10,3,Decent hotel,2/19/2020
1104,9,4,Nice experience,3/26/2022
1907,5,4,Nice experience,4/3/2022
1260,4,1,Very poor,3/25/2020
2733,4,3,Could be better,9/15/2024
1696,3,5,Outstanding experience!,5/20/2022
664,2,4,Very good service,4/22/2022
340,6,4,Nice experience,7/13/2024
2454,2,5,Outstanding experience!,8/25/2025
1924,1,4,Nice experience,4/29/2023
1035,3,5,Amazing staff!,10/29/2023
430,1,2,Below expectations,3/1/2022
2658,14,2,Not satisfied,4/20/2024
2886,7,4,Nice experience,12/8/2021
2119,14,5,Excellent service!,5/27/2023
2051,6,3,Could be better,12/15/2024
124,11,1,Terrible experience,2/27/2025
2452,1,4,Nice experience,11/25/2023
1108,9,4,Nice experience,2/3/2020
1286,12,3,Decent hotel,6/25/2023
1542,11,4,Nice experience,2/24/2020
2778,8,4,Very good service,7/14/2025
2775,6,4,Very good service,1/20/2023
2018,6,5,Perfect stay!,10/31/2023
57,1,4,Friendly staff,3/31/2021
764,11,4,Very good service,3/11/2021
1549,14,5,Highly recommend!,7/7/2024
1281,2,5,Highly recommend!,12/30/2020
302,3,5,Amazing staff!,3/10/2025
546,2,4,Friendly staff,6/24/2020
458,14,1,Extremely disappointed,2/2/2020
1293,2,3,Okay service,2/1/2020
2701,1,4,Friendly staff,5/6/2021
384,14,3,Okay service,5/13/2020
1832,15,3,Decent hotel,3/25/2020
697,7,4,Very good service,3/24/2022
1214,15,5,Perfect stay!,5/16/2020
2984,2,4,Good value,3/28/2025
673,1,4,Very good service,11/30/2020
2642,12,4,Friendly staff,7/24/2021
185,2,5,Perfect stay!,1/10/2022
1410,2,5,Outstanding experience!,4/17/2021
2267,4,3,Could be better,8/23/2023
2929,4,1,Very poor,12/16/2020
2051,9,4,Very good service,11/28/2024
2173,7,4,Very good service,8/1/2020
2317,9,5,Outstanding experience!,12/29/2022
1312,11,2,Below expectations,10/29/2021
1380,3,2,Needs improvement,11/27/2024
2997,8,4,Friendly staff,8/9/2022
157,6,2,Poor service,2/21/2020
377,2,1,Would not recommend,11/4/2022
2117,9,4,Friendly staff,7/5/2023
1661,5,4,Good value,9/3/2025
2880,1,2,Not satisfied,9/16/2022
1349,12,1,Awful service,10/14/2020
878,15,5,Amazing staff!,6/25/2025
2600,13,2,Below expectations,10/20/2024
2192,15,4,Nice experience,7/18/2025
1133,3,4,Friendly staff,9/12/2024
1482,10,4,Good value,9/12/2025
2187,2,4,Good value,10/23/2024
150,14,3,Average stay,10/1/2025
12,5,1,Awful service,8/8/2022
2921,15,4,Nice experience,11/24/2022
391,4,5,Outstanding experience!,4/29/2024
2390,14,2,Below expectations,12/23/2021
2029,13,4,Great hotel!,2/4/2022
1240,14,5,Perfect stay!,8/20/2020
166,12,4,Great hotel!,3/10/2024
804,7,5,Excellent service!,4/14/2025
1547,10,5,Amazing staff!,5/17/2020
2281,2,5,Perfect stay!,5/13/2025
177,14,2,Needs improvement,2/1/2021
317,7,3,Decent hotel,11/6/2024
1322,8,4,Great hotel!,12/12/2025
1886,3,4,Very good service,6/5/2024
2413,15,4,Very good service,12/21/2024
2633,5,2,Poor service,4/29/2025
701,5,5,Highly recommend!,1/1/2024
1129,5,4,Good value,7/3/2023
1711,12,3,Okay service,2/16/2023
135,2,5,Amazing staff!,10/24/2023
738,9,4,Great hotel!,8/13/2024
909,1,3,Could be better,6/10/2022
18,11,5,Highly recommend!,4/23/2023
464,1,4,Good value,6/14/2024
2752,2,5,Perfect stay!,2/10/2025
425,5,5,Highly recommend!,6/26/2020
2913,10,4,Nice experience,8/10/2023
1952,2,5,Amazing staff!,7/13/2023
2882,5,5,Highly recommend!,4/12/2022
2980,15,1,Awful service,12/20/2022
323,12,4,Very good service,9/22/2020
988,6,3,Could be better,12/7/2021
2413,4,3,Could be better,8/31/2021
1750,4,4,Nice experience,1/13/2022
303,6,4,Friendly staff,7/3/2022
1731,2,3,Average stay,11/28/2022
1876,5,1,Extremely disappointed,1/10/2022
2783,1,5,Amazing staff!,4/19/2020
1565,3,4,Very good service,2/15/2020
2492,15,5,Excellent service!,5/9/2020
805,13,5,Amazing staff!,7/31/2023
46,9,4,Great hotel!,12/16/2021
2597,8,5,Highly recommend!,2/16/2022
2084,8,4,Great hotel!,7/12/2022
1701,6,4,Great hotel!,11/16/2020
2397,11,2,Below expectations,7/23/2023
339,1,4,Good value,8/26/2025
1035,4,3,Okay service,5/22/2022
2546,10,5,Perfect stay!,11/14/2024
2938,10,5,Excellent service!,1/9/2025
2739,5,2,Poor service,5/5/2021
974,15,3,Could be better,10/14/2022
2406,6,5,Highly recommend!,5/9/2025
2968,9,5,Highly recommend!,5/11/2020
12,9,1,Would not recommend,7/10/2020
1153,11,5,Excellent service!,4/11/2021
2782,4,4,Very good service,3/23/2024
987,1,5,Outstanding experience!,6/26/2021
1393,1,1,Would not recommend,11/16/2022
1510,11,3,Okay service,2/4/2025
1012,14,4,Friendly staff,4/28/2020
15,15,3,Okay service,1/11/2025
501,5,1,Terrible experience,3/13/2024
2320,9,4,Great hotel!,9/4/2021
2746,12,3,Fair experience,4/18/2023
75,13,5,Amazing staff!,7/19/2025
1413,7,2,Not satisfied,6/13/2021
2248,14,5,Excellent service!,6/24/2023
1733,7,3,Okay service,3/30/2022
2010,13,3,Average stay,2/5/2020
1907,14,3,Decent hotel,9/30/2024
2215,2,5,Excellent service!,12/31/2023
818,1,4,Good value,6/24/2020
2383,13,5,Perfect stay!,5/23/2021
1405,2,3,Fair experience,2/25/2025
623,10,1,Very poor,4/16/2020
945,14,3,Average stay,12/22/2022
258,11,5,Highly recommend!,10/25/2022
2645,7,5,Excellent service!,9/10/2020
1491,2,4,Nice experience,7/4/2024
1255,5,4,Friendly staff,5/7/2024
2352,12,3,Average stay,4/30/2022
1101,15,5,Perfect stay!,4/1/2020
72,11,4,Nice experience,9/16/2025
2309,10,5,Perfect stay!,5/30/2020
646,10,5,Highly recommend!,4/15/2024
2921,7,5,Amazing staff!,9/17/2022
2312,5,4,Good value,11/22/2022
873,13,5,Amazing staff!,3/14/2021
778,1,5,Amazing staff!,3/25/2023
1196,2,5,Amazing staff!,10/18/2020
1800,12,4,Great hotel!,9/7/2022
1187,7,5,Excellent service!,5/29/2023
2718,10,4,Nice experience,4/3/2025
1333,9,4,Very good service,2/7/2021
2641,2,4,Very good service,10/16/2023
1970,14,4,Very good service,5/18/2025
1386,8,3,Could be better,2/9/2022
1659,3,2,Poor service,3/22/2025
1386,5,1,Awful service,11/12/2022
21,2,4,Good value,1/26/2023
2389,9,4,Very good service,7/18/2023
1429,11,3,Could be better,3/29/2023
2621,13,5,Outstanding experience!,7/17/2024
2880,7,5,Excellent service!,6/9/2023
2485,13,5,Perfect stay!,6/30/2021
1709,10,3,Okay service,9/4/2025
219,9,1,Would not recommend,5/15/2024
282,15,2,Below expectations,5/25/2025
1918,14,4,Friendly staff,8/15/2025
1124,6,5,Perfect stay!,5/4/2024
1945,4,3,Okay service,5/10/2021
902,15,5,Highly recommend!,5/12/2021
461,14,5,Excellent service!,1/26/2024
2180,10,5,Perfect stay!,6/6/2025
321,15,5,Perfect stay!,8/11/2025
374,1,4,Nice experience,8/27/2021
565,7,3,Okay service,6/1/2022
2964,2,2,Below expectations,6/11/2025
542,8,3,Decent hotel,6/29/2024
1643,11,5,Highly recommend!,12/3/2023
427,9,4,Good value,10/6/2023
2187,13,3,Decent hotel,10/14/2025
1076,5,3,Average stay,8/16/2022
1933,6,5,Outstanding experience!,5/15/2025
831,1,4,Friendly staff,10/26/2024
2718,5,5,Outstanding experience!,9/4/2021
603,6,5,Perfect stay!,7/18/2023
1684,2,5,Amazing staff!,2/13/2020
1697,5,1,Extremely disappointed,9/26/2025
271,7,5,Highly recommend!,4/11/2025
282,4,2,Poor service,10/25/2025
794,8,2,Below expectations,1/18/2025
11,3,2,Not satisfied,1/4/2020
1138,8,5,Highly recommend!,1/14/2022
1397,2,2,Below expectations,12/13/2021
1242,9,4,Good value,1/23/2022
930,7,4,Good value,7/6/2021
2506,10,3,Fair experience,8/9/2025
1086,6,4,Great hotel!,8/20/2022
2366,8,3,Fair experience,9/11/2022
2041,6,4,Nice experience,9/5/2021
170,5,2,Disappointing,9/23/2022
378,5,3,Decent hotel,4/26/2023
2099,11,3,Could be better,2/14/2025
1149,7,5,Outstanding experience!,3/5/2021
2605,15,4,Great hotel!,6/30/2023
2394,8,3,Could be better,8/26/2022
1521,10,4,Good value,8/22/2021
242,1,1,Very poor,7/30/2022
65,6,4,Friendly staff,9/13/2025
1945,12,3,Fair experience,3/23/2022
2352,6,2,Not satisfied,1/22/2021
958,3,2,Needs improvement,8/17/2023
1847,6,5,Excellent service!,5/8/2024
384,14,4,Nice experience,11/4/2025
2439,3,4,Great hotel!,8/21/2020
1431,1,5,Amazing staff!,8/8/2022
29,2,5,Highly recommend!,2/26/2020
2424,4,5,Outstanding experience!,9/22/2024
1089,3,5,Highly recommend!,8/25/2025
2442,3,3,Average stay,10/17/2025
2834,4,5,Outstanding experience!,4/7/2021
1486,11,5,Highly recommend!,4/28/2022
171,5,5,Amazing staff!,10/23/2022
2901,11,5,Excellent service!,5/28/2022
398,4,4,Nice experience,12/22/2022
2886,12,4,Good value,1/22/2023
2249,1,3,Could be better,4/23/2023
2871,14,3,Average stay,7/16/2021
666,14,5,Highly recommend!,8/8/2022
2053,11,5,Perfect stay!,2/20/2024
2022,13,5,Highly recommend!,12/12/2021
1383,9,2,Poor service,1/15/2024
616,10,4,Good value,11/30/2023
1847,5,3,Could be better,3/5/2021
2548,1,1,Would not recommend,4/21/2020
2912,12,4,Good value,1/22/2025
2299,11,4,Nice experience,6/8/2025
640,15,3,Decent hotel,7/21/2020
1614,13,5,Highly recommend!,8/15/2022
115,4,5,Outstanding experience!,3/15/2020
2539,7,3,Okay service,12/5/2022
2352,13,4,Nice experience,5/26/2021
93,7,5,Perfect stay!,11/20/2023
2576,3,5,Amazing staff!,6/8/2020
1862,7,4,Very good service,12/9/2020
1975,14,2,Below expectations,12/3/2021
1366,2,4,Nice experience,9/27/2022
1718,13,4,Nice experience,7/16/2024
1589,12,4,Nice experience,7/8/2023
2615,5,3,Decent hotel,11/29/2023
1997,9,5,Outstanding experience!,8/29/2023
753,8,4,Friendly staff,7/21/2024
925,10,3,Fair experience,4/21/2024
2833,3,4,Friendly staff,5/9/2025
2522,15,5,Excellent service!,2/6/2023
1953,3,4,Friendly staff,5/20/2022
2344,8,3,Average stay,11/28/2023
92,4,4,Friendly staff,4/2/2021
838,2,5,Amazing staff!,3/28/2024
13,15,4,Very good service,12/30/2024
2179,1,4,Friendly staff,5/22/2024
2603,9,5,Outstanding experience!,4/6/2021
916,14,2,Not satisfied,2/22/2022
2557,14,4,Great hotel!,1/15/2022
2348,1,3,Could be better,10/14/2024
1001,11,4,Friendly staff,10/27/2021
1870,15,5,Perfect stay!,12/28/2024
2775,4,5,Highly recommend!,3/3/2021
2352,11,4,Very good service,8/25/2024
678,1,5,Highly recommend!,3/23/2023
1520,12,4,Great hotel!,2/24/2022
11,12,5,Excellent service!,8/3/2022
1192,4,5,Amazing staff!,7/7/2024
2541,7,4,Great hotel!,2/18/2025
208,13,4,Friendly staff,11/17/2020
1998,1,5,Amazing staff!,1/22/2023
2831,1,4,Good value,5/11/2025
339,9,5,Perfect stay!,9/28/2020
903,12,4,Friendly staff,4/27/2023
2872,8,5,Perfect stay!,7/17/2023
588,2,3,Could be better,6/21/2023
949,7,5,Outstanding experience!,6/10/2022
2527,12,5,Excellent service!,11/8/2020
1119,12,2,Disappointing,2/28/2021
2086,9,3,Okay service,9/20/2022
2574,11,3,Decent hotel,9/16/2021
2616,7,3,Could be better,3/1/2023
2727,12,5,Excellent service!,1/26/2023
2505,3,3,Average stay,1/13/2024
343,9,4,Nice experience,5/7/2022
2863,5,5,Amazing staff!,9/4/2021
2379,15,4,Very good service,1/14/2020
1189,10,5,Outstanding experience!,7/8/2022
12,5,4,Friendly staff,10/24/2021
1747,3,3,Could be better,1/4/2021
1951,3,5,Amazing staff!,9/10/2021
1276,10,4,Very good service,9/2/2021
2867,4,3,Could be better,1/7/2025
544,4,4,Great hotel!,10/4/2025
929,12,5,Excellent service!,9/6/2023
1146,5,1,Terrible experience,8/6/2021
2392,15,5,Highly recommend!,3/26/2021
2382,14,5,Outstanding experience!,6/10/2021
395,8,3,Okay service,6/19/2024
2757,15,3,Fair experience,10/13/2021
1804,11,5,Amazing staff!,2/26/2021
1290,6,4,Good value,1/4/2022
1472,6,4,Friendly staff,7/16/2025
2045,3,5,Excellent service!,11/14/2022
2133,5,5,Outstanding experience!,10/9/2025
841,12,5,Amazing staff!,9/10/2020
2661,4,5,Excellent service!,9/19/2023
2458,7,4,Good value,12/6/2024
230,15,4,Nice experience,4/16/2023
235,1,4,Good value,11/17/2023
722,7,5,Amazing staff!,3/21/2020
2582,7,3,Okay service,2/8/2023
2603,6,5,Outstanding experience!,7/14/2025
2524,2,5,Highly recommend!,4/18/2024
2490,11,4,Friendly staff,1/6/2023
1931,9,1,Terrible experience,6/6/2024
1483,12,3,Okay service,11/28/2021
2000,2,4,Friendly staff,2/16/2023
1110,13,3,Could be better,10/25/2025
630,7,5,Perfect stay!,10/16/2020
512,4,2,Needs improvement,11/10/2021
1498,1,5,Perfect stay!,8/15/2021
2692,5,5,Perfect stay!,11/5/2022
865,14,3,Decent hotel,3/27/2020
2457,6,5,Amazing staff!,10/24/2023
155,2,2,Below expectations,9/17/2024
1828,1,3,Decent hotel,2/23/2024
1842,3,4,Very good service,11/7/2021
2083,2,5,Highly recommend!,7/30/2022
696,9,2,Poor service,4/10/2025
907,10,2,Not satisfied,12/21/2024
1003,5,4,Friendly staff,7/28/2022
2989,4,5,Perfect stay!,8/3/2024
1215,8,5,Outstanding experience!,8/14/2024
211,13,2,Disappointing,5/19/2025
1289,3,1,Awful service,12/6/2022
57,12,4,Very good service,10/15/2021
2701,1,3,Okay service,9/20/2024
190,14,5,Outstanding experience!,11/19/2024
2062,10,4,Friendly staff,3/18/2024
685,13,4,Great hotel!,11/28/2025
2743,2,5,Perfect stay!,10/7/2025
2408,11,5,Perfect stay!,9/22/2023
2022,1,5,Amazing staff!,4/19/2023
1822,11,3,Okay service,11/20/2020
2589,13,4,Great hotel!,1/4/2021
2710,13,1,Awful service,5/4/2024
2494,9,4,Good value,2/21/2021
2032,7,2,Below expectations,11/23/2020
1025,13,5,Outstanding experience!,6/10/2021
2242,7,4,Friendly staff,9/20/2023
1631,14,4,Nice experience,6/26/2021
2223,4,4,Good value,9/28/2021
2904,8,3,Decent hotel,4/21/2025
479,13,2,Disappointing,12/9/2022
2863,12,2,Poor service,7/14/2024
2262,14,4,Great hotel!,8/26/2022
2287,6,5,Amazing staff!,2/23/2020
2958,11,4,Friendly staff,10/7/2022
1153,7,4,Good value,8/6/2020
1087,10,5,Excellent service!,4/14/2025
1585,10,3,Average stay,3/15/2022
2380,1,2,Below expectations,3/30/2023
1837,2,5,Highly recommend!,3/20/2022
1567,13,4,Nice experience,4/20/2021
850,9,4,Great hotel!,12/10/2025
1269,7,4,Very good service,3/6/2024
1460,14,4,Nice experience,12/11/2025
1453,9,5,Amazing staff!,9/16/2020
143,4,4,Nice experience,2/8/2024
1459,2,2,Disappointing,7/30/2021
1467,12,4,Very good service,2/5/2024
383,12,1,Very poor,7/18/2020
1019,13,3,Could be better,10/19/2023
728,8,1,Would not recommend,11/7/2023
1269,4,2,Needs improvement,3/1/2022
1454,15,3,Decent hotel,2/17/2021
2910,14,5,Outstanding experience!,12/26/2021
2630,4,5,Outstanding experience!,9/8/2025
2526,3,5,Perfect stay!,9/25/2021
693,13,4,Nice experience,10/29/2023
178,13,3,Fair experience,6/4/2024
2444,11,5,Excellent service!,12/3/2023
689,7,3,Fair experience,8/1/2022
964,13,2,Poor service,5/22/2020
2408,14,3,Average stay,2/23/2025
817,10,3,Okay service,11/24/2025
2227,10,4,Friendly staff,12/20/2023
1570,3,5,Amazing staff!,12/20/2025
1945,9,2,Needs improvement,11/9/2022
607,8,4,Good value,7/16/2020
1352,1,1,Terrible experience,3/15/2022
1986,10,4,Nice experience,6/24/2020
1095,6,5,Perfect stay!,10/23/2022
603,1,4,Friendly staff,5/27/2021
1189,12,1,Terrible experience,10/18/2025
1392,13,5,Highly recommend!,9/17/2022
2151,7,2,Needs improvement,2/24/2022
1166,10,1,Terrible experience,10/13/2020
67,4,5,Perfect stay!,7/28/2024
1275,10,1,Very poor,8/5/2020
149,10,1,Extremely disappointed,12/22/2022
1630,2,3,Fair experience,3/22/2021
2244,12,3,Average stay,9/30/2020
108,11,5,Perfect stay!,9/18/2020
1043,7,5,Amazing staff!,9/12/2024
988,9,5,Outstanding experience!,10/4/2022
2872,7,2,Poor service,7/10/2023
2385,13,1,Terrible experience,9/27/2024
2543,6,4,Nice experience,6/14/2020
2256,7,5,Amazing staff!,1/30/2021
398,12,4,Nice experience,10/6/2021
1536,9,1,Would not recommend,1/13/2023
1827,8,5,Outstanding experience!,11/18/2022
1290,11,4,Very good service,9/9/2021
1558,3,4,Very good service,8/22/2020
1872,10,3,Decent hotel,11/27/2024
89,14,4,Great hotel!,4/26/2025
581,15,4,Good value,12/3/2022
571,14,3,Okay service,3/10/2025
620,5,3,Decent hotel,11/23/2020
2013,2,4,Great hotel!,9/16/2022
1782,7,5,Perfect stay!,3/18/2022
1983,13,3,Decent hotel,5/13/2021
2135,4,4,Good value,2/18/2020
2478,4,5,Amazing staff!,10/16/2020
606,5,5,Highly recommend!,7/18/2023
1170,4,3,Could be better,3/26/2025
1267,1,5,Highly recommend!,8/2/2020
271,11,3,Decent hotel,4/26/2021
2310,13,3,Okay service,10/12/2024
2052,4,4,Very good service,5/15/2021
2464,1,5,Excellent service!,1/18/2020
997,10,1,Very poor,11/29/2023
2905,6,4,Friendly staff,2/6/2023
2777,11,5,Perfect stay!,5/21/2025
2794,14,3,Fair experience,9/27/2023
2243,1,4,Great hotel!,6/5/2022
1944,7,4,Good value,1/13/2025
291,15,3,Okay service,7/24/2021
2526,13,5,Highly recommend!,11/6/2025
933,13,5,Amazing staff!,1/20/2024
1190,14,4,Friendly staff,3/2/2020
1799,12,2,Poor service,4/18/2020
972,8,5,Outstanding experience!,7/26/2025
71,10,5,Amazing staff!,1/29/2025
383,1,4,Good value,2/3/2024
548,6,4,Very good service,5/1/2023
2751,4,3,Decent hotel,8/27/2023
2517,14,3,Decent hotel,1/7/2020
1365,14,3,Decent hotel,2/1/2020
2464,13,1,Would not recommend,3/12/2024
2061,10,2,Needs improvement,3/22/2024
1001,14,5,Outstanding experience!,9/8/2021
227,13,3,Fair experience,6/18/2022
2369,6,4,Good value,5/16/2024
1551,14,2,Below expectations,4/26/2022
1582,10,2,Disappointing,8/29/2024
1773,7,4,Great hotel!,12/14/2020
2389,3,5,Excellent service!,10/27/2021
245,12,5,Highly recommend!,3/6/2022
582,3,5,Outstanding experience!,4/16/2024
715,14,3,Average stay,6/25/2025
2808,11,5,Highly recommend!,11/7/2024
2127,12,4,Good value,2/21/2025
1346,7,4,Good value,5/12/2022
2096,9,4,Very good service,1/29/2023
34,1,4,Very good service,3/18/2023
1273,2,5,Perfect stay!,11/6/2020
1114,14,5,Amazing staff!,1/6/2025
2804,3,4,Nice experience,12/5/2022
318,7,5,Perfect stay!,7/7/2025
2467,9,5,Amazing staff!,5/17/2025
2292,14,1,Terrible experience,10/30/2025
2728,15,4,Very good service,4/3/2023
2344,8,4,Great hotel!,11/25/2021
2690,4,5,Outstanding experience!,7/25/2021
556,11,4,Good value,10/29/2021
2325,5,4,Great hotel!,8/17/2025
2387,4,5,Highly recommend!,7/27/2022
255,6,5,Highly recommend!,4/26/2022
248,13,4,Friendly staff,9/23/2022
1794,13,5,Excellent service!,2/23/2020
1939,12,4,Great hotel!,2/12/2020
2050,6,5,Amazing staff!,3/28/2023
2286,12,5,Amazing staff!,5/3/2021
2255,4,4,Good value,12/27/2022
2004,4,3,Decent hotel,11/12/2020
